momsp	momid	dadsp1	dadid1	dadsp2	dadid2	sds	type	notes
memb	5x9c-7	memb	2021-1			0	intra	
memb	5x9c-7	memb	2021-1			19	intra	
memb	5x9c-7	memb	2021-1			0	intra	
memb	membcross#10	memb	5x9c-7			24	intra	
memb	membcross#2	memb	5x9c-7			14	intra	
memb	membcross#2	memb	5x9c-7			4	intra	
memb	membcross#2	memb	5x9c-7			7	intra	
memb	membcross#2	memb	5x9c-7			9	intra	
memb	membcross#2	memb	5x9c-7			9	intra	
memb	membcross#2	memb	5x9c-7			4	intra	
memb	membcross#2	memb	5x9c-7			9	intra	
memb	membcross#2	memb	5x9c-7			4	intra	
memb	membcross#2	memb	5x9c-7			0	intra	
memb	Notag#2	memb	5x9c-7			17	intra	
memb	Notag#2	memb	5x9c-7			12	intra	
memb	Notag#2	memb	5x9c-7			18	intra	
memb	Notag#2	memb	5x9c-7			6	intra	
memb	Notag#2	memb	5x9c-7			11	intra	
memb	Notag#2	memb	5x9c-7			13	intra	
memb	Notag#2	memb	5x9c-7			12	intra	
memb	Notag#2	memb	5x9c-7			18	intra	
memb	Notag#2	memb	5x9c-7			11	intra	
memb	Notag#2	memb	5x9c-7			14	intra	
memb	Notag#2	memb	5x9c-7			10	intra	
memb	Notag#2	memb	5x9c-7			12	intra	
memb	Notag#2	memb	5x9c-7			10	intra	
memb	Notag#2	memb	5x9c-7			16	intra	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	10	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	10	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	17	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	11	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	15	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	4	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	0	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	12	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	13	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	16	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	15	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	14	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	19	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	2	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	8	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	18	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	9	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	5	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	13	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	11	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	0	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	17	mixed	
memb	2021-1	kaua	1ax525-1x6a#2	memb	membcross#6	8	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	17	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	14	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	17	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	12	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	11	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	13	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	22	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	1	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	29	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	0	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	0	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	21	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	0	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	20	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	0	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	0	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	12	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	11	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	16	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	15	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	13	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	18	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	4	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	13	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	18	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	22	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	16	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	12	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	26	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	17	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	23	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	20	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	8	mixed	
memb	2021-1	kaua	Prog2x525-1#9	memb	membcross#6	18	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	25	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	17	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	27	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	24	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	14	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	18	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	17	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	14	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	28	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	14	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	17	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	17	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	2	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	32	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	20	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	15	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	7	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	6	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	4	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	1	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	5	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	1	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	12	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	4	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	24	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	24	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	7	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	18	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	21	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	4	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	28	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	27	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	23	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	29	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	16	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	35	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	11	mixed	
memb	5x9c-7	kaua	1ax525-1#14	memb	membcross#6	0	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	3	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	3	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	16	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	3	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	11	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	6	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	18	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	22	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	22	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	16	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	21	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	16	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	7	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	16	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	12	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	27	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	20	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	21	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	14	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	10	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	6	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	15	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	11	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	12	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	3	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	8	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	21	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	9	mixed	
memb	192-30	memb	2021-1	kaua	Prog2x525-1#9	7	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	8	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	5	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	8	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	14	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	16	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	12	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	6	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	1	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	0	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	7	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	6	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	15	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	9	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	19	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	19	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	6	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	0	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	13	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	5	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	13	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	6	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	6	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	0	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	0	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	0	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	0	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	6	mixed	
memb	membcross#2	kaua	1a	memb	2021-1	4	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	15	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	6	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	25	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	21	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	21	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	5	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	3	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	8	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	14	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	15	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	0	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	10	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	9	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	10	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	0	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	8	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	24	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	13	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	12	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	5	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	7	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	0	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	10	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	2	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	10	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	12	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	5	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	9	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	13	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	9	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	9	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	12	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	14	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	8	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	9	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	13	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	11	mixed	
memb	NoTag#2	memb	5x9c-7	kaua	1ax234-1#7	1	mixed	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	membx2			0	inter	
kaua	12074-1a	memb	864201-11			0	inter	
kaua	12074-1a	memb	864201-11			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-1a	memb	notag#2			0	inter	
kaua	12074-7	memb	190-33			3	inter	JP: changed dadsp1 kaua>memb
kaua	12074-7	memb	190-33			2	inter	
kaua	12074-7	memb	190-33			0	inter	
kaua	12074-7	memb	190-33			0	inter	
kaua	12074-7	memb	190-33			3	inter	
kaua	12074-7	memb	190-33			0	inter	
kaua	12074-7	memb	190-33			0	inter	
kaua	12074-7	memb	190-33			6	inter	
kaua	12074-7	memb	190-33			2	inter	
kaua	12074-7	memb	190-33			0	inter	
kaua	12074-7	memb	190-33			9	inter	
kaua	12074-7	memb	190-33			1	inter	
kaua	12074-7	memb	190-33			3	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	2021-1			0	inter	
kaua	1a	memb	201-11			1	inter	
kaua	1a	memb	201-11			0	inter	
kaua	1a	memb	201-11			0	inter	
kaua	1a	memb	201-11			0	inter	
kaua	1a	memb	201-11			1	inter	
kaua	1a	memb	201-11			0	inter	
kaua	1a	memb	201-11			0	inter	
kaua	1a	memb	201-11			0	inter	
kaua	1a	memb	notag#2			0	inter	
kaua	1a	memb	notag#2			0	inter	
kaua	1a	memb	notag#2			0	inter	
kaua	1a	memb	notag#2			0	inter	
kaua	1a234-15	memb	190-33			1	inter	
kaua	1a234-15	memb	190-33			1	inter	
kaua	1a234-15	memb	190-33			0	inter	
kaua	1a234-15	memb	190-33			0	inter	
kaua	1a234-15	memb	190-33			0	inter	
kaua	1a234-15	memb	190-33			0	inter	
kaua	1a234-15	memb	190-33			0	inter	
kaua	1a234-15	memb	190-33			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			1	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			3	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			1	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			2	inter	
kaua	1ax1#2	memb	notag#2			2	inter	
kaua	1ax1#5	memb	notag#2			2	inter	
kaua	1ax1#5	memb	notag#2			0	inter	
kaua	1ax1#5	memb	notag#2			1	inter	
kaua	1ax1#5	memb	notag#2			3	inter	
kaua	1ax1#5	memb	notag#2			1	inter	
kaua	1ax1#5	memb	notag#2			1	inter	
kaua	1ax1#5	memb	notag#2			2	inter	
kaua	1ax1-5	memb	notag#2			0	inter	
kaua	1ax1-5	memb	notag#2			1	inter	
kaua	1ax1-5	memb	notag#2			0	inter	
kaua	1a234-17	memb	5x9c-7			3	inter	
kaua	1a234-17	memb	5x9c-7			5	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			4	inter	
kaua	1a234-17	memb	5x9c-7			3	inter	
kaua	1a234-17	memb	5x9c-7			2	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			1	inter	
kaua	1a234-17	memb	5x9c-7			2	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			2	inter	
kaua	1a234-17	memb	5x9c-7			0	inter	
kaua	1a234-17	memb	5x9c-7			1	inter	
kaua	1ax234-113	memb	190-33			0	inter	
kaua	1ax234-15	memb	190-33			1	inter	
kaua	1ax234-15	memb	190-33			1	inter	
kaua	1ax234-15	memb	190-33			0	inter	
kaua	1ax234-15	memb	190-33			0	inter	
kaua	1ax234-15	memb	190-33			0	inter	
kaua	1ax234-15	memb	190-33			0	inter	
kaua	1ax234-15	memb	190-33			0	inter	
kaua	1ax234-15	memb	190-33			0	inter	
kaua	1a525-114	memb	2021-1			0	inter	
kaua	1a525-114	memb	2021-1			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			1	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	1a525-120	memb	membx2			0	inter	
kaua	525-1x6a6	memb	notag#2			2	inter	
kaua	525-1x6a6	memb	notag#2			5	inter	
kaua	525-1x6a6	memb	notag#2			6	inter	
kaua	525-1x6a6	memb	notag#2			5	inter	
kaua	525-1x6a6	memb	notag#2			2	inter	
kaua	525-1x6a6	memb	notag#2			5	inter	
kaua	525-1x6a6	memb	notag#2			6	inter	
kaua	525-1x6a6	memb	notag#2			5	inter	
kaua	525-1x6a6	memb	notag#2			5	inter	
kaua	2a	memb	2021-1			1	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	2021-1			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	2a	memb	201-11			0	inter	
kaua	3a	memb	190-33			0	inter	
kaua	3a	memb	190-33			0	inter	
kaua	525-1x6a6	memb	notag#2			4	inter	
kaua	525-1x6a6	memb	notag#2			3	inter	
kaua	525-1x6a6	memb	notag#2			2	inter	
kaua	525-1x6a6	memb	notag#2			3	inter	
kaua	525-1x6a6	memb	notag#2			4	inter	
kaua	525-1x6a6	memb	notag#2			4	inter	
kaua	525-1x6a6	memb	notag#2			3	inter	
kaua	6a	memb	201-11			0	inter	
kaua	6a	memb	201-11			0	inter	
kaua	6a	memb	201-11			0	inter	
kaua	6a	memb	201-11			0	inter	
kaua	2x525-1#7	memb	5x9c-7			0	inter	
kaua	2x525-1#7	memb	5x9c-7			0	inter	
kaua	2x525-1#7	memb	5x9c-7			0	inter	
kaua	2x525-1#7	memb	5x9c-7			0	inter	
kaua	2x525-1#7	memb	5x9c-7			0	inter	
kaua	2x525-1#7	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			3	inter	
kaua	2x525-1#9	memb	5x9c-7			2	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	5x9c-7			0	inter	
kaua	2x525-1#9	memb	202-28			3	inter	
kaua	2x525-1#9	memb	202-28			3	inter	
kaua	2x525-1#9	memb	202-28			2	inter	
kaua	2x525-1#9	memb	202-28			4	inter	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			1	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			1	intra	
kaua	1	kaua	234-1			0	intra	
kaua	1	kaua	234-1			2	intra	
kaua	1	kaua	234-1			1	intra	
kaua	1	kaua	234-1			0	intra	
