crossid	plantid	cross.manual	block1	blockAB	collect.date	regression	flrs	inflo.e	inflo	weigh.date	inflo.biomass.g	initials	check.initials	check.date	comments	use.inflo	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	fullcross	edits	sxc	sxcxm	mompid	dadpid	smompop
50	8	HH	1	B	2017-01-12	No R	NA	5	5	2017-07-17	0.107	SS	SZ	2017-08-22	(no 1st infl.)	NA	453	308	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	9	HH	1	B	2017-02-13	No R	NA	6	6	2017-07-19	0.396	SS	SZ	2017-08-22	NA	NA	454	340	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	10	HH	1	B	2017-02-14	No R	NA	7	7	2017-07-14	0.61	SS	SZ	2017-08-22	NA	NA	455	341	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
52	1	HK	8	A	2016-12-20	Infls-Rplt	NA	1	2	2017-06-28	0.148	SS	SZ	2017-08-22	NA	NA	456	285	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
52	1	HK	8	A	2016-12-20	Regress	103	1	NA	2017-06-29	0.517	SS	SZ	2017-08-22	NA	NA	457	285	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
52	2	HK	8	A	2017-01-21	Infls-Rplt	NA	2	3	2017-07-10	0.227	SS	SZ	2017-08-22	NA	NA	458	317	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
52	2	HK	8	A	2017-01-21	Regress	93	1	NA	2017-07-10	0.16	SS	SZ	2017-08-22	NA	NA	459	317	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
52	3	HK	8	A	2017-02-12	Infls-Rplt	NA	1	2	2017-07-18	0.106	SS	SZ	2017-08-22	NA	NA	460	339	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
52	3	HK	8	A	2017-02-12	Regress	238	1	NA	2017-07-18	0.524	SS	SZ	2017-08-22	NA	NA	461	339	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
53	1	HK	8	A	2017-01-26	Infls-Rplt	NA	13	14	2017-07-06	2.992	SS	SZ	2017-08-22	NA	NA	462	322	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	1	HK	8	A	2017-01-26	Regress	179	1	NA	2017-07-06	0.338	SS	SZ	2017-08-22	NA	NA	463	322	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	2	HK	8	A	2017-02-13	Infls-Rplt	NA	7	8	2017-07-17	2.155	SS	SZ	2017-08-22	NA	NA	464	340	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	2	HK	8	A	2017-02-13	Regress	248	1	NA	2017-07-17	0.431	SS	SZ	2017-08-22	NA	NA	465	340	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	3	HK	8	A	2017-02-02	No R	NA	2	2	2017-05-30	0.648	SS	SZ	2017-08-22	NA	NA	466	329	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	4	HK	8	A	2017-01-12	Infls-Rplt	NA	7	8	2017-07-17	1.556	SS	SZ	2017-08-22	NA	NA	467	308	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	4	HK	8	A	2017-01-12	Regress	433	1	NA	2017-07-17	0.775	SS	SZ	2017-08-22	NA	NA	468	308	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	5	HK	8	A	2017-01-13	Infls-Rplt	NA	14	15	2017-05-17	3.787	SS	SZ	2017-08-22	NA	NA	469	309	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
53	5	HK	8	A	2017-01-13	Regress	116	1	NA	2017-05-24	0.403	SS	SZ	2017-08-22	NA	NA	470	309	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
54	1	HK	9	A	2017-02-02	Infls-Rplt	NA	7	8	2017-05-30	1.238	SS	SZ	2017-08-22	NA	NA	471	329	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
54	1	HK	9	A	2017-02-02	Regress	134	1	NA	2017-05-30	0.22	SS	SZ	2017-08-22	NA	NA	472	329	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
54	3	HK	9	A	2017-01-20	Infls-Rplt	NA	3	4	2017-07-21	0.145	SS	SZ	2017-08-22	NA	NA	473	316	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
54	3	HK	9	A	2017-01-20	Regress	55	1	NA	2017-07-21	0.176	SS	SZ	2017-08-22	NA	NA	474	316	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
54	4	HK	9	A	2017-01-12	Infls-Rplt	NA	7	8	2017-07-17	1.003	SS	SZ	2017-08-22	no date collection	NA	475	308	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
54	4	HK	9	A	2017-01-12	Regress	252	1	NA	2017-07-17	0.646	SS	SZ	2017-08-22	NA	NA	476	308	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
55	1	HK	9	A	2017-02-19	Infls-Rplt	NA	11	12	2017-06-29	3.88	SS	SZ	2017-08-22	NA	NA	477	346	879WKG	N-5	hook	904WPG	5	kaal	hybrid	HK	879-N-5 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.5	hook879WKG
55	1	HK	9	A	2017-02-19	Regress	181	1	NA	2017-06-29	0.427	SS	SZ	2017-08-22	NA	NA	478	346	879WKG	N-5	hook	904WPG	5	kaal	hybrid	HK	879-N-5 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.5	hook879WKG
55	3	HK	9	A	NA	Infls-Rplt	NA	2	3	2017-05-11	0.482	SS	SZ	2017-08-22	no date collection	NA	479	NA	879WKG	N-5	hook	904WPG	5	kaal	hybrid	HK	879-N-5 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.5	hook879WKG
55	3	HK	9	A	2016-12-21	Regress	135	1	NA	2017-05-11	0.271	SS	SZ	2017-08-22	NA	NA	480	286	879WKG	N-5	hook	904WPG	5	kaal	hybrid	HK	879-N-5 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.5	hook879WKG
55	5	HK	9	A	2017-02-21	Infls-Rplt	NA	1	2	2017-07-20	0.39	SS	SZ	2017-08-22	NA	NA	481	348	879WKG	N-5	hook	904WPG	5	kaal	hybrid	HK	879-N-5 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.5	hook879WKG
55	5	HK	9	A	2017-02-21	Regress	41	1	NA	2017-07-20	0.172	SS	SZ	2017-08-22	NA	NA	482	348	879WKG	N-5	hook	904WPG	5	kaal	hybrid	HK	879-N-5 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.5	hook879WKG
56	1	HK	10	A	2017-01-19	No R	NA	2	2	2017-07-25	0.065	SS	SZ	2017-08-22	NA	NA	483	315	879WKG	N-5	hook	3587WP	7	kaal	hybrid	HK	879-N-5 x 3587-7	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.7	hook879WKG
57	1	HK	10	A	2017-02-12	Infls-Rplt	NA	5	6	2017-07-18	1.561	SS	SZ	2017-08-22	NA	NA	484	339	879WKG	N-5	hook	3587WP	A	kaal	hybrid	HK	879-N-5 x 3587-A	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.A	hook879WKG
57	1	HK	10	A	2017-02-12	Regress	261	1	NA	2017-07-18	0.596	SS	SZ	2017-08-22	NA	NA	485	339	879WKG	N-5	hook	3587WP	A	kaal	hybrid	HK	879-N-5 x 3587-A	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.A	hook879WKG
57	2	HK	10	A	2017-02-16	Infls-Rplt	NA	1	2	2017-07-24	0.198	SS	SZ	2017-08-22	NA	NA	486	343	879WKG	N-5	hook	3587WP	A	kaal	hybrid	HK	879-N-5 x 3587-A	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.A	hook879WKG
57	2	HK	10	A	2017-02-16	Regress	50	1	NA	2017-07-24	0.112	SS	SZ	2017-08-22	NA	NA	487	343	879WKG	N-5	hook	3587WP	A	kaal	hybrid	HK	879-N-5 x 3587-A	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.A	hook879WKG
58	1	HK	10	A	2016-12-15	Infls-Rplt	NA	5	6	2017-07-17	0.194	SS	SZ	2017-08-22	NA	NA	488	280	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	1	HK	10	A	2016-12-15	Regress	66	1	NA	2017-07-17	0.188	SS	SZ	2017-08-22	NA	NA	489	280	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	2	HK	10	A	2017-02-17	Infls-Rplt	NA	10	11	2017-07-24	3.359	SS	SZ	2017-08-22	NA	NA	490	344	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	2	HK	10	A	2017-02-17	Regress	226	1	NA	2017-07-24	0.448	SS	SZ	2017-08-22	NA	NA	491	344	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	4	HK	10	A	2017-02-10	Infls-Rplt	NA	2	3	2017-07-14	0.178	SS	SZ	2017-08-22	NA	NA	492	337	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	4	HK	10	A	2017-02-10	Regress	141	1	NA	2017-07-14	0.329	SS	SZ	2017-08-22	NA	NA	493	337	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	6	HK	10	A	2017-02-22	Infls-Rplt	NA	3	4	2017-07-05	1.29	SS	SZ	2017-08-22	NA	NA	494	349	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	6	HK	10	A	2017-02-22	Regress	541	1	NA	2017-07-05	1.049	SS	SZ	2017-08-22	NA	NA	495	349	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	7	HK	10	A	2017-02-14	Infls-Rplt	NA	6	7	2017-07-18	2.612	SS	SZ	2017-08-22	NA	NA	496	341	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
58	7	HK	10	A	2017-02-14	Regress	333	1	NA	2017-07-18	0.666	SS	SZ	2017-08-22	NA	NA	497	341	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	NA	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
59	3	HH	1	A	2017-02-05	No R	NA	23	23	2017-06-08	1.46	SS	SZ	2017-08-22	NA	NA	498	332	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	4	HH	1	A	2017-02-18	No R	NA	10	10	2017-07-24	0.638	SS	SZ	2017-08-22	NA	NA	499	345	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	5	HH	1	A	2017-01-13	Infls-Rplt	NA	3	4	2017-05-17	0.164	SS	SZ	2017-08-22	NA	NA	500	309	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	5	HH	1	A	2017-01-13	Regress	18	1	NA	2017-05-24	0.045	SS	SZ	2017-08-22	NA	NA	501	309	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	6	HH	1	A	2017-01-12	Infls-Rplt	NA	9	10	2017-07-17	0.292	SS	SZ	2017-08-22	NA	NA	502	308	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	6	HH	1	A	2017-01-12	Regress	45	1	NA	2017-07-17	0.091	SS	SZ	2017-08-22	NA	NA	503	308	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	9	HH	1	A	2017-02-19	No R	NA	5	5	2017-07-25	0.25	SS	SZ	2017-08-22	NA	NA	504	346	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	10	HH	1	A	2016-12-06	Infls-Rplt	NA	12	13	2017-06-29	1.134	SS	SZ	2017-08-22	NA	NA	505	271	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	10	HH	1	A	2016-12-06	Regress	44	1	NA	2017-06-29	0.093	SS	SZ	2017-08-22	NA	NA	506	271	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	13	HH	1	A	2017-02-19	No R	NA	24	24	2017-06-29	1.506	SS	SZ	2017-08-22	NA	NA	507	346	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	14	HH	1	A	2017-02-19	No R	NA	4	4	2017-05-10	0.349	SS	SZ	2017-08-22	NA	NA	508	346	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	15	HH	1	A	2017-02-19	No R	NA	2	2	2017-07-24	0.164	SS	SZ	2017-08-22	NA	NA	509	346	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	16	HH	1	A	NA	No R	NA	NA	NA	2017-07-11	0.543	SS	SZ	2017-08-22	No collection date, N inflo cannot be determined	NA	510	NA	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	18	HH	1	A	2017-02-10	No R	NA	8	8	2017-07-19	0.724	SS	SZ	2017-08-22	NA	NA	511	337	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
59	19	HH	1	A	2017-02-11	No R	NA	15	15	2017-07-14	1.204	SS	SZ	2017-08-22	NA	NA	512	338	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
60	1	HH	1	A	2017-02-08	No R	NA	42	42	2017-06-30	3.49	SZ	SS	2017-08-08	NA	NA	513	335	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	2	HH	1	A	2016-12-08	Infls-Rplt	NA	7	8	2017-06-29	1.335	SZ	SS	2017-08-08	NA	NA	514	273	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	2	HH	1	A	2016-12-08	Regress	50	1	NA	2017-06-29	0.111	SZ	SS	2017-08-08	NA	NA	515	273	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	3	HH	1	A	2016-12-15	No R	NA	10	10	2017-07-17	1.67	SZ	SS	2017-08-08	NA	NA	516	280	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	4	HH	1	A	2017-01-25	No R	NA	19	19	2017-05-19	1.262	SZ	SS	2017-08-08	NA	NA	517	321	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	5	HH	1	A	2016-12-15	No R	NA	24	24	2017-07-17	1.413	SZ	SS	2017-08-08	NA	NA	518	280	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	6	HH	1	A	2017-02-10	No R	NA	4	4	2017-07-19	0.132	SZ	SS	2017-08-08	NA	NA	519	337	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	7	HH	1	A	2016-12-15	No R	NA	9	9	2017-07-13	1.605	SZ	SS	2017-08-08	NA	NA	520	280	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	8	HH	1	A	2017-01-13	No R	NA	15	15	2017-05-17	0.824	SZ	SS	2017-08-08	NA	NA	521	309	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	9	HH	1	A	2017-02-11	No R	NA	14	14	2017-07-14	0.516	SZ	SS	2017-08-08	NA	NA	522	338	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	10	HH	1	A	2016-12-12	No R	NA	12	12	2017-05-25	1.125	SZ	SS	2017-08-08	NA	NA	523	277	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	11	HH	1	A	2017-02-19	No R	NA	9	9	2017-07-20	1.117	SZ	SS	2017-08-08	NA	NA	524	346	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	12	HH	1	A	2017-02-19	No R	NA	24	24	2017-06-29	3.424	SZ	SS	2017-08-08	NA	NA	525	346	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	13	HH	1	A	2016-12-11	Infls-Rplt	NA	11	12	2017-06-29	0.057	SZ	SS	2017-08-08	NA	NA	526	276	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	13	HH	1	A	2016-12-11	Regress	36	1	NA	2017-06-29	0.067	SZ	SS	2017-08-08	NA	NA	527	276	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	14	HH	1	A	2016-12-15	No R	NA	10	10	2017-07-17	1.013	SZ	SS	2017-08-08	NA	NA	528	280	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	15	HH	1	A	2016-12-18	No R	NA	35	35	2017-06-23	3.767	SZ	SS	2017-08-08	NA	NA	529	283	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	16	HH	1	A	2016-12-12	Infls-Rplt	NA	13	14	2017-06-08	1.88	SZ	SS	2017-08-08	NA	NA	530	277	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	16	HH	1	A	2016-12-12	backup R	NA	1	NA	2017-05-25	0.05	SZ	SS	2017-08-08	NA	NA	531	277	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	17	HH	1	A	2017-01-30	No R	NA	11	11	2017-07-05	0.942	SZ	SS	2017-08-08	NA	NA	532	326	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	18	HH	1	A	2016-12-11	Infls-Rplt	NA	7	8	2017-06-08	0.384	SZ	SS	2017-08-08	NA	NA	533	276	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	18	HH	1	A	2016-12-11	Regress	15	1	NA	2017-06-29	0.026	SZ	SS	2017-08-08	NA	NA	534	276	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
60	19	HH	1	A	2017-01-20	No R	NA	14	14	2017-07-10	0.988	SZ	SS	2017-08-08	NA	NA	535	316	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	NA	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
61	1	HH	1	A	2017-02-19	No R	NA	17	17	2017-05-10	1.421	SZ	SS	2017-08-08	NA	NA	536	346	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	3	HH	1	A	2017-02-18	No R	NA	1	1	2017-07-20	0.02	SZ	SS	2017-08-08	NA	NA	537	345	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	4	HH	1	A	2016-12-13	Infls-Rplt	NA	10	11	2017-06-19	1.113	SZ	SS	2017-08-08	NA	NA	538	278	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	4	HH	1	A	2016-12-13	Regress	45	1	NA	2017-06-19	0.102	SZ	SS	2017-08-08	NA	NA	539	278	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	5	HH	1	A	2016-12-18	No R	NA	4	4	2017-06-23	0.309	SZ	SS	2017-08-08	NA	NA	540	283	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	10	HH	1	A	2017-01-21	Infls-Rplt	NA	9	10	2017-07-10	0.491	SZ	SS	2017-08-08	NA	NA	541	317	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	10	HH	1	A	2017-01-21	Regress	25	1	NA	2017-07-10	0.038	SZ	SS	2017-08-08	NA	NA	542	317	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	14	HH	1	A	2017-02-02	No R	NA	5	5	2017-05-30	0.244	SZ	SS	2017-08-08	NA	NA	543	329	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
61	16	HH	1	A	2017-01-12	Infls-Rplt	NA	7	8	2017-07-14	0.928	SS	SS	2017-09-07	added in later	NA	543.5	308	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	NA	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
