crossid	plantid	cross.manual	block1	blockAB	collect.date	regression	flrs	inflo.e	inflo	weigh.date	inflo.biomass.g	initials	check.initials	check.date	comments	use.inflo	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	fullcross	edits	sxc	sxcxm	mompid	dadpid	smompop
34	4	HH	1	B	2017-02-08	No R	NA	6	6	2017-07-20	0.175	SZ	AK	2017-08-17	NA	NA	365	335	879WKG	G-2	hook	WK	4	hook	between	HH	879-G-2 x 794-4	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.4	hook879WKG
34	6	HH	1	B	2017-02-05	Infls-Rplt	NA	5	6	2017-06-07	0.195	SZ	AK	2017-08-17	NA	NA	366	332	879WKG	G-2	hook	WK	4	hook	between	HH	879-G-2 x 794-4	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.4	hook879WKG
34	6	HH	1	B	2017-02-05	Regress	14	1	NA	2017-06-07	0.025	SZ	AK	2017-08-17	NA	NA	367	332	879WKG	G-2	hook	WK	4	hook	between	HH	879-G-2 x 794-4	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.4	hook879WKG
35	1	HH	1	B	2016-12-09	Infls-Rplt	NA	4	5	2017-06-08	0.088	SZ	AK	2017-08-17	NA	NA	368	274	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	1	HH	1	B	2016-12-09	Regress	18	1	NA	2017-06-08	0.053	SZ	AK	2017-08-17	NA	NA	369	274	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	2	HH	1	B	2017-02-19	No R	NA	7	7	2017-05-10	0.501	SZ	AK	2017-08-17	NA	NA	370	346	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	3	HH	1	B	NA	No R	NA	8	8	2017-05-17	0.451	SZ	AK	2017-08-17	no date collection	NA	371	NA	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	6	HH	1	B	2016-12-15	Infls-Rplt	NA	24	25	2017-07-13	2.835	SZ	AK	2017-08-17	NA	NA	372	280	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	6	HH	1	B	2016-12-15	backup R	NA	1	NA	2017-07-13	0.135	SZ	AK	2017-08-17	NA	NA	373	280	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	7	HH	1	B	2017-02-12	No R	NA	7	7	2017-07-19	0.501	SZ	AK	2017-08-17	NA	NA	374	339	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	8	HH	1	B	2017-02-10	No R	NA	9	9	2017-07-19	0.668	SZ	AK	2017-08-17	NA	NA	375	337	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	9	HH	1	B	2016-12-07	Infls-Rplt	NA	12	13	2017-06-29	1.477	SZ	AK	2017-08-17	NA	NA	376	272	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	9	HH	1	B	2016-12-07	Regress	81	1	NA	2017-06-29	0.167	SZ	AK	2017-08-17	NA	NA	377	272	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	10	HH	1	B	2016-12-12	Infls-Rplt	NA	9	10	2017-05-25	1.398	SZ	AK	2017-08-17	NA	NA	378	277	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
35	10	HH	1	B	2016-12-12	Regress	17	1	NA	2017-05-25	0.136	SZ	AK	2017-08-17	NA	NA	379	277	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	NA	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
36	1	HK	8	A	2017-01-12	Infls-Rplt	NA	6	7	2017-07-14	1.983	SZ	AK	2017-08-17	NA	NA	380	308	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	1	HK	8	A	2017-01-12	Regress	195	1	NA	2017-07-14	0.467	SZ	AK	2017-08-17	NA	NA	381	308	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	3	HK	8	A	2017-01-31	Infls-Rplt	NA	6	7	2017-07-07	3.688	SZ	AK	2017-08-17	NA	NA	382	327	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	3	HK	8	A	2017-01-31	Regress	380	1	NA	2017-07-07	0.553	SZ	AK	2017-08-17	NA	NA	383	327	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	4	HK	8	A	2017-02-05	No R	NA	6	6	2017-06-07	1.381	SZ	AK	2017-08-17	NA	NA	384	332	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	5	HK	8	A	2017-01-21	Infls-Rplt	NA	3	4	2017-07-10	0.233	SZ	AK	2017-08-17	NA	NA	385	317	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	5	HK	8	A	2017-01-21	Regress	199	1	NA	2017-07-10	0.351	SZ	AK	2017-08-17	NA	NA	386	317	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	6	HK	8	A	NA	Infls-Rplt	NA	6	7	2017-07-11	1.849	SZ	AK	2017-08-17	no date collection	NA	387	NA	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	6	HK	8	A	2017-01-26	Regress	227	1	NA	2017-07-11	0.505	SZ	AK	2017-08-17	NA	NA	388	322	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
36	7	HK	8	A	2017-02-02	No R	NA	10	10	2017-05-30	4.114	SZ	AK	2017-08-17	NA	NA	389	329	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
37	1	HK	8	A	2016-12-22	Infls-Rplt	NA	5	6	2017-05-11	3.186	SZ	AK	2017-08-17	NA	NA	390	287	879WKG	G-2	hook	892WKG	5	kaal	hybrid	HK	879-G-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.5	hook879WKG
37	1	HK	8	A	2016-12-22	Regress	418	1	NA	2017-05-19	0.6	SZ	AK	2017-08-17	NA	NA	391	287	879WKG	G-2	hook	892WKG	5	kaal	hybrid	HK	879-G-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.5	hook879WKG
38	1	HK	9	A	2017-02-05	Infls-Rplt	NA	7	8	2017-06-07	1.639	SZ	AK	2017-08-17	NA	NA	392	332	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
38	1	HK	9	A	2017-02-05	Regress	334	1	NA	2017-06-07	0.475	SZ	AK	2017-08-17	NA	NA	393	332	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
38	2	HK	9	A	NA	Infls-Rplt	NA	2	3	2017-06-28	0.163	SZ	AK	2017-08-17	no date collection	NA	394	NA	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
38	2	HK	9	A	2016-12-20	Regress	214	1	NA	2017-06-28	0.524	SZ	AK	2017-08-17	NA	NA	395	285	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
38	3	HK	9	A	2017-02-08	Infls-Rplt	NA	8	9	2017-05-18	1.361	SZ	AK	2017-08-17	NA	NA	396	335	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
38	3	HK	9	A	2017-02-08	Regress	240	1	NA	2017-06-30	0.564	SZ	AK	2017-08-17	NA	NA	397	335	879WKG	G-2	hook	904WPG	2	kaal	hybrid	HK	879-G-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.2	hook879WKG
39	2	HK	9	A	2017-02-10	Regress	100	1	NA	2017-07-18	0.278	SZ	AK	2017-08-17	NA	NA	398	337	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	3	HK	9	A	2017-02-12	Infls-Rplt	NA	5	6	2017-07-18	0.124	SZ	AK	2017-08-17	NA	NA	399	339	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	3	HK	9	A	2017-02-12	Regress	147	1	NA	2017-07-18	0.323	SZ	AK	2017-08-17	NA	NA	400	339	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	4	HK	9	A	2017-02-12	No R	NA	3	3	2017-07-18	0.252	SZ	AK	2017-08-17	NA	NA	401	339	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	5	HK	9	A	2017-01-27	Infls-Rplt	NA	9	10	2017-07-11	2.225	SZ	AK	2017-08-17	NA	NA	402	323	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	5	HK	9	A	2017-01-27	backup R	NA	1	NA	2017-07-10	0.848	SZ	AK	2017-08-17	NA	NA	403	323	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	6	HK	9	A	2017-02-22	No R	NA	2	2	2017-07-20	0.476	SZ	AK	2017-08-17	NA	NA	404	349	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	7	HK	9	A	2017-01-13	Infls-Rplt	NA	9	10	2017-05-17	0.464	SZ	AK	2017-08-17	NA	NA	405	309	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	7	HK	9	A	2017-01-13	Regress	44	1	NA	2017-05-24	0.24	SZ	AK	2017-08-17	NA	NA	406	309	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	8	HK	9	A	2017-01-11	Infls-Rplt	NA	4	5	2017-06-29	3.763	SZ	AK	2017-08-17	NA	NA	407	307	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	8	HK	9	A	2017-01-11	Regress	299	1	NA	2017-07-17	0.499	SZ	AK	2017-08-17	NA	NA	408	307	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	12	HK	9	A	2017-01-12	Infls-Rplt	NA	1	2	2017-07-04	0.396	SZ	AK	2017-08-17	NA	NA	409	308	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
39	12	HK	9	A	2017-01-12	Regress	101	1	NA	2017-07-14	0.382	SZ	AK	2017-08-17	NA	NA	410	308	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
41	1	HK	10	A	2017-02-10	Infls-Rplt	NA	9	10	2017-07-20	2.799	SS	AK	2017-08-17	NA	NA	411	337	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	1	HK	10	A	2017-02-10	Regress	149	1	NA	2017-07-20	0.298	SS	AK	2017-08-17	NA	NA	412	337	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	3	HK	10	A	2016-12-20	Infls-Rplt	NA	1	2	2017-06-26	0.353	SS	AK	2017-08-17	NA	NA	413	285	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	3	HK	10	A	2016-12-20	Regress	310	1	NA	2017-06-29	0.726	SS	AK	2017-08-17	NA	NA	414	285	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	4	HK	10	A	2017-02-12	Infls-Rplt	NA	1	2	2017-07-18	0.545	SS	AK	2017-08-17	NA	NA	415	339	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	4	HK	10	A	2017-02-12	Regress	46	1	NA	2017-07-18	0.129	SS	AK	2017-08-17	NA	NA	416	339	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	5	HK	10	A	2017-01-11	Infls-Rplt	NA	7	8	2017-06-29	1.83	SS	AK	2017-08-17	NA	NA	417	307	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	5	HK	10	A	2017-01-11	Regress	155	1	NA	2017-06-29	0.298	SS	AK	2017-08-17	NA	NA	418	307	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	6	HK	10	A	2017-02-19	No R	NA	5	5	2017-06-29	0.911	SS	AK	2017-08-17	NA	NA	419	346	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	9	HK	10	A	2017-02-10	Infls-Rplt	NA	9	10	2017-07-19	2.344	SS	AK	2017-08-17	NA	NA	420	337	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
41	9	HK	10	A	2017-02-10	Regress	247	1	NA	2017-07-19	0.438	SS	AK	2017-08-17	NA	NA	421	337	879WKG	G-2	hook	3587WP	14	kaal	hybrid	HK	879-G-2 x 3587-14	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.14	hook879WKG
42	2	HK	10	A	2017-01-12	Infls-Rplt	NA	3	4	2017-07-14	2.839	SS	AK	2017-08-17	NA	NA	422	308	879WKG	G-2	hook	3587WP	15	kaal	hybrid	HK	879-G-2 x 3587-15	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.15	hook879WKG
42	2	HK	10	A	2017-01-12	Regress	845	1	NA	2017-07-14	1.445	SS	AK	2017-08-17	NA	NA	423	308	879WKG	G-2	hook	3587WP	15	kaal	hybrid	HK	879-G-2 x 3587-15	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.15	hook879WKG
42	3	HK	10	A	2017-02-16	Infls-Rplt	NA	2	3	2017-07-24	0.681	SS	AK	2017-08-17	NA	NA	424	343	879WKG	G-2	hook	3587WP	15	kaal	hybrid	HK	879-G-2 x 3587-15	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.15	hook879WKG
42	3	HK	10	A	2017-02-16	Regress	180	1	NA	2017-07-24	0.39	SS	AK	2017-08-17	NA	NA	425	343	879WKG	G-2	hook	3587WP	15	kaal	hybrid	HK	879-G-2 x 3587-15	NA	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.15	hook879WKG
44	1	HK	9	A	2017-02-17	No R	NA	7	7	2017-07-21	1.059	SS	AK	2017-08-17	NA	NA	426	344	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	2	HK	9	A	2016-12-19	Infls-Rplt	NA	9	10	2017-06-19	2.022	SS	AK	2017-08-17	NA	NA	427	284	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	2	HK	9	A	2016-12-19	Regress	367	1	NA	2017-06-19	0.826	SS	AK	2017-08-17	NA	NA	428	284	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	3	HK	9	A	2016-12-13	Infls-Rplt	NA	3	4	2017-06-19	0.713	SS	AK	2017-08-17	NA	NA	429	278	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	3	HK	9	A	2016-12-13	Regress	121	1	NA	2017-06-19	0.187	SS	AK	2017-08-17	NA	NA	430	278	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	4	HK	9	A	2017-02-19	No R	NA	4	4	2017-06-29	0.157	SS	AK	2017-08-17	NA	NA	431	346	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	5	HK	9	A	2017-02-21	Infls-Rplt	NA	5	6	2017-06-30	0.929	SS	AK	2017-08-17	NA	NA	432	348	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	5	HK	9	A	2017-02-21	Regress	154	1	NA	2017-06-30	0.28	SS	AK	2017-08-17	NA	NA	433	348	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	6	HK	9	A	2017-01-19	No R	NA	3	3	2017-07-25	0.251	SS	AK	2017-08-17	(no 1st infl.)	NA	434	315	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	7	HK	9	A	2017-01-20	Infls-Rplt	NA	2	3	2017-07-21	0.134	SS	AK	2017-08-17	NA	NA	435	316	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
44	7	HK	9	A	2017-01-20	Regress	17	1	NA	2017-07-21	0.053	SS	AK	2017-08-17	NA	NA	436	316	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	NA	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
46	1	HH	12	NA	2017-02-16	Infls-Rplt	NA	3	4	2017-07-06	0.132	SS	AK	2017-08-17	NA	NA	437	343	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
46	1	HH	12	NA	2017-02-16	Regress	28	1	NA	2017-07-06	0.095	SS	AK	2017-08-17	NA	NA	438	343	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
46	3	HH	12	NA	2017-01-31	No R	NA	1	1	2017-07-07	0.034	SS	AK	2017-08-17	NA	NA	439	327	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
46	5	HH	12	NA	2016-12-09	Infls-Rplt	NA	27	28	2017-06-08	3.483	SS	AK	2017-08-17	NA	NA	440	274	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
46	5	HH	12	NA	2016-12-09	Regress	92	1	NA	2017-06-08	0.229	SS	AK	2017-08-17	NA	NA	441	274	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
48	2	HH	12	NA	2017-02-14	No R	NA	1	1	2017-07-18	0.021	SS	AK	2017-08-17	NA	NA	442	341	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
48	3	HH	12	NA	2016-12-15	Infls-Rplt	NA	15	16	2017-07-13	1.287	SS	SZ	2017-08-22	NA	NA	443	280	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
48	3	HH	12	NA	2016-12-15	Regress	39	1	NA	2017-07-13	0.071	SS	SZ	2017-08-22	no date collection	NA	444	280	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
48	4	HH	12	NA	2017-02-19	Infls-Rplt	NA	1	2	2017-05-10	0.076	SS	SZ	2017-08-22	NA	NA	445	346	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
48	4	HH	12	NA	2017-02-19	Regress	38	1	NA	2017-05-10	0.087	SS	SZ	2017-08-22	NA	NA	446	346	879WKG	N-5	hook	879WKG	H-2	hook	within	HH	879-N-5 x 879-H-2	NA	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.H-2	hook879WKG
50	1	HH	1	B	2016-12-09	Infls-Rplt	NA	31	32	2017-06-08	2.573	SS	SZ	2017-08-22	no date collection	NA	447	274	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	1	HH	1	B	2016-12-09	Regress	29	1	NA	2017-06-08	0.084	SS	SZ	2017-08-22	NA	NA	448	274	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	3	HH	1	B	2017-02-18	No R	NA	4	4	2017-07-20	0.108	SS	SZ	2017-08-22	NA	NA	449	345	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	5	HH	1	B	2017-02-10	No R	NA	16	16	2017-07-14	1.122	SS	SZ	2017-08-22	NA	NA	450	337	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	6	HH	1	B	2017-02-17	No R	NA	9	9	2017-07-20	0.661	SS	SZ	2017-08-22	NA	NA	451	344	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
50	7	HH	1	B	2016-12-11	Regress	19	1	1	2017-05-25	0.035	SS	SZ	2017-08-22	1 inflo total	NA	452	276	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	NA	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
