crossid	plantid	block1	blockAB	cross.manual	collect.date	veg.biomass.g	weigh.date	comments	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	dadpid	smompop
219	2	4	B	NA	2017-01-20	3.924	2019-04-03	No Cross Type	922	316	3587WP	15	kaal	904WPG	5	kaal	between	KK	3587-15 x 904-5	kaal.between	kaal.between.3587WP.15	3587WP.15	904WPG.5	kaal3587WP
19	7	1	B	NA	2017-01-20	17.078	2019-04-03	No Cross Type	923	316	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
56	1	10	A	NA	2017-01-19	26.348	2019-04-10	No Cross Type	924	315	879WKG	N-5	hook	3587WP	7	kaal	hybrid	HK	879-N-5 x 3587-7	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.7	hook879WKG
1	8	12	NA	NA	2017-01-20	22.346	2019-04-10	No Cross Type	925	316	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
54	3	9	A	NA	2017-01-20	15.231	2019-04-10	No Cross Type	926	316	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
10	4	9	A	NA	NA	18.71	2019-04-10	No Cross Type	927	NA	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
227	2	4	B	KK	2017-01-25	5.763	2019-04-10	NA	928	321	3587WP	A	kaal	904WPG	5	kaal	between	KK	3587-A x 904-5	kaal.between	kaal.between.3587WP.A	3587WP.A	904WPG.5	kaal3587WP
74	14	1	A	NA	2017-01-20	9.671	2019-04-10	No Cross Type	929	316	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
169	4	14	NA	NA	2017-01-19	6.406	2019-04-10	No Cross Type	930	315	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
8	13	8	A	NA	2017-01-20	15.014	2019-04-10	No Cross Type	931	316	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
227	3	4	B	NA	2017-01-19	3.46	2019-04-10	No Cross Type	932	315	3587WP	A	kaal	904WPG	5	kaal	between	KK	3587-A x 904-5	kaal.between	kaal.between.3587WP.A	3587WP.A	904WPG.5	kaal3587WP
77	9	1	A	NA	2017-01-25	12.132	2019-04-10	No Cross Type	933	321	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
190	3	10	B	NA	2017-01-20	13.268	2019-04-10	No Cross Type	934	316	3587WP	7	kaal	879WKG	G-2	hook	hybrid	KH	3587-7 x 879-G-2	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.G-2	kaal3587WP
94	2	5	A	NA	2017-01-25	7.06	2019-04-11	No Cross Type	935	321	WK	2	hook	892WKG	1	kaal	hybrid	HK	866-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
60	4	1	A	NA	2017-01-25	14.664	2019-04-11	No Cross Type	936	321	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
28	4	10	A	NA	2017-01-25	1.677	2019-04-11	No Cross Type, Never flower	937	321	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.7	hook879WKG
10	16	9	A	HK	2017-01-25	7.814	2019-04-11	Immature	938	321	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
172	6	9	B	NA	2017-01-25	0.061	2019-04-11	No Cross type, No flower	939	321	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.10-1	kaal904WPG
10	13	9	A	NA	2017-01-25	6.536	2019-04-11	No Cross type	940	321	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
67	8	5	A	NA	2017-01-19	4.059	2019-04-11	No Cross type, Never flower	941	315	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
85	2	6	A	HK	2017-01-25	18.646	2019-04-11	NA	944	321	WK	4	hook	904WPG	5	kaal	hybrid	HK	794-4 x 904-5	hook.hybrid	hook.hybrid.WK.4	WK.4	904WPG.5	hookWK
83	1	5	A	HK	2017-01-25	19.858	2019-04-11	NA	945	321	WK	4	hook	892WKG	5	kaal	hybrid	HK	794-4 x 892-5	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.5	hookWK
117	8	2	A	KK	2017-01-20	5.616	2019-04-11	NA	946	316	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
80	2	5	A	HK	2017-01-20	14.667	2019-04-11	NA	947	316	WK	4	hook	892WKG	1	kaal	hybrid	HK	794-4 x 892-1	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.1	hookWK
36	5	8	A	HK	2017-01-21	19.289	2019-04-11	NA	948	317	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
4	2	1	B	HH	2017-01-21	11.701	2019-04-11	NA	949	317	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.2	hook879WKG
157	6	14	NA	KK	2017-01-20	5.12	2019-04-11	NA	950	316	904WPG	2	kaal	904WPG	3	kaal	within	KK	904-2 x 904-3	kaal.within	kaal.within.904WPG.2	904WPG.2	904WPG.3	kaal904WPG
60	19	1	A	HH	2017-01-20	10.34	2019-04-11	No Reg	951	316	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
195	4	3	B	KK	2017-01-20	10.222	2019-04-16	NA	952	316	3587WP	7	kaal	892WKG	4	kaal	between	KK	3587-7 x 892-4	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.4	kaal3587WP
61	10	1	A	HH	2017-01-21	10.878	2019-04-16	NA	953	317	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
119	6	2	A	KK	2017-01-20	9.239	2019-04-16	NA	954	316	892WKG	1	kaal	904WPG	5	kaal	between	KK	892-1 x 904-5	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.5	kaal892WKG
172	1	9	B	KH	2017-01-21	15.856	2019-04-16	No inflos	955	317	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.10-1	kaal904WPG
42	1	10	A	HK	2017-01-21	11.707	2019-04-16	Never flowered	956	317	879WKG	G-2	hook	3587WP	15	kaal	hybrid	HK	879-G-2 x 3587-15	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.15	hook879WKG
19	16	1	B	HH	2017-01-21	12.005	2019-04-16	No flower	957	317	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
31	2	12	NA	HH	2017-01-20	9.064	2019-04-16	NA	958	316	879WKG	G-2	hook	879WKG	2-2	hook	within	HH	879-G-2 x 879-2-2	hook.within	hook.within.879WKG.G-2	879WKG.G-2	879WKG.2-2	hook879WKG
227	4	4	B	KK	2017-01-20	4.825	2019-04-16	NA	959	316	3587WP	A	kaal	904WPG	5	kaal	between	KK	3587-A x 904-5	kaal.between	kaal.between.3587WP.A	3587WP.A	904WPG.5	kaal3587WP
168	14	14	NA	KK	2017-01-20	3.214	2019-04-16	NA	960	316	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
52	2	8	A	HK	2017-01-21	13.848	2019-04-16	NA	961	317	879WKG	N-5	hook	892WKG	1	kaal	hybrid	HK	879-N-5 x 892-1	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.1	hook879WKG
64	10	11	NA	HH	2017-01-20	19.857	2019-04-16	No R	962	316	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
184	12	14	NA	KK	2017-01-20	7.364	2019-04-16	NA	963	316	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
67	11	5	A	HK	2017-01-20	18.763	2019-04-16	NA	964	316	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
91	5	1	A	HH	2017-01-21	15.567	2019-04-16	NA	965	317	WK	2	hook	879WKG	G-2	hook	between	HH	866-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
65	9	11	NA	HH	2017-01-20	14.336	2019-04-16	NA	966	316	WK	2	hook	WK	2E	hook	within	HH	794-2 x 899-2E	hook.within	hook.within.WK.2	WK.2	WK.2E	hookWK
191	4	10	B	KH	2017-01-20	12.497	2019-04-16	NA	967	316	3587WP	7	kaal	879WKG	N-5	hook	hybrid	KH	3587-7 x 879-N-5	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.N-5	kaal3587WP
90	14b	1	A	HH	2017-01-21	16.43	2019-04-16	NA	968	317	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
66	19	5	A	HK	2017-01-20	15.154	2019-04-16	NA	969	316	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
195	2	3	B	KK	2017-01-21	3.335	2019-04-16	NA	970	317	3587WP	7	kaal	892WKG	4	kaal	between	KK	3587-7 x 892-4	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.4	kaal3587WP
29	13	10	A	HK	2017-01-21	21.287	2019-04-17	NA	971	317	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
28	1	10	A	HK	2017-01-21	26.552	2019-04-17	NA	972	317	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.7	hook879WKG
20	9	1	B	HH	2017-01-20	10.644	2019-04-17	NA	973	316	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.4	hook879WKG
10	4	9	A	HK	2017-01-20	7.388	2019-04-17	NA	974	316	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
168	7	14	NA	KK	2017-01-20	6.378	2019-04-17	NA	975	316	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
173	9	9	B	KH	2017-01-21	23.844	2019-04-17	Never flowered	976	317	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.G-2	kaal904WPG
198	11	15	NA	KK	2017-01-20	10.333	2019-04-17	NA	977	316	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
59	16	1	A	HH	2017-01-20	6.824	2019-04-17	NA	978	316	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
166	3	2	B	KK	2017-01-20	8.021	2019-04-17	NA	979	316	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
62	8	1	A	HH	2017-01-21	20.45	2019-04-17	NA	980	317	WK	2	hook	879WKG	N-5	hook	between	HH	794-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
44	7	9	A	HK	2017-01-20	14.242	2019-04-18	NA	981	316	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
93	8	11	NA	HH	2017-01-20	13.141	2019-04-18	NA	982	316	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
187	2	4	A	KK	2017-01-20	8.226	2019-04-18	NA	983	316	904WPG	5	kaal	3587WP	14	kaal	between	KK	904-5 x 3587-14	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.14	kaal904WPG
66	15	5	A	HK	2017-01-20	0.225	2019-04-18	NA	984	316	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
9	5	8	A	HK	2017-01-20	8.047	2019-04-18	NA	985	316	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
123	3	8	B	KH	2017-01-21	17.54	2019-04-18	NA	986	317	892WKG	3	kaal	879WKG	G-2	hook	hybrid	KH	892-3 x 879-G-2	kaal.hybrid	kaal.hybrid.892WKG.3	892WKG.3	879WKG.G-2	kaal892WKG
185	10	4	A	KK	2017-02-18	6.967	2019-04-28	NA	987	345	904WPG	5	kaal	3587WP	7	kaal	between	KK	904-5 x 3587-7	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.7	kaal904WPG
9	19	8	A	HK	2017-02-19	12.725	2019-04-28	No R	988	346	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
180	1	2	B	KK	2017-02-19	6.067	2019-04-28	No R	989	346	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
187	1	4	A	KK	2017-02-19	5.528	2019-04-28	No R	990	346	904WPG	5	kaal	3587WP	14	kaal	between	KK	904-5 x 3587-14	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.14	kaal904WPG
167	4	2	B	KK	2017-02-18	5.332	2019-04-28	NA	991	345	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.4	kaal904WPG
156	4	2	B	KK	2017-02-19	3.474	2019-04-28	No R	992	346	904WPG	2	kaal	892WKG	10	kaal	between	KK	904-2 x 892-10	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.10	kaal904WPG
198	1	15	NA	KK	2017-02-19	12.287	2019-04-28	No R	993	346	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
168	9	14	NA	KK	2017-02-19	2.545	2019-04-28	NA	994	346	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
4	19	1	B	HH	2017-02-17	21.74	2019-04-28	No R	995	344	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.2	hook879WKG
233	2	3	B	KK	2017-02-19	20.065	2019-04-28	NA	996	346	3587WP	C	kaal	892WKG	3	kaal	between	KK	3587-C x 892-3	kaal.between	kaal.between.3587WP.C	3587WP.C	892WKG.3	kaal3587WP
60	12	1	A	HH	2017-02-19	28.473	2019-04-28	No R	997	346	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
182	1	2	B	KK	2017-02-19	13.401	2019-04-28	No R	998	346	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
6	16	8	A	HK	2017-02-19	0.478	2019-04-28	No Flower	999	346	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
73	3	7	A	HK	2017-02-19	14.049	2019-04-28	NA	1000	346	WK	2	hook	3587WP	C	kaal	hybrid	HK	794-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
197	4	4	B	KK	2017-02-19	11.391	2019-04-28	NA	1001	346	3587WP	7	kaal	904WPG	5	kaal	between	KK	3587-7 x 904-5	kaal.between	kaal.between.3587WP.7	3587WP.7	904WPG.5	kaal3587WP
64	8	11	NA	HH	2017-02-19	11.653	2019-04-28	No R	1002	346	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
196	3	3	B	KK	2017-02-21	8.028	2019-04-28	No R	1003	348	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
147	4	9	B	KH	2017-02-21	11.249	2019-04-28	NA	1004	348	904WPG	2	kaal	879WKG	2-2	hook	hybrid	KH	904-2 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.2	904WPG.2	879WKG.2-2	kaal904WPG
98	3	6	A	HK	2017-02-19	24.813	2019-04-28	No R	1005	346	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
64	7	11	NA	HH	2017-02-17	11.798	2019-04-29	No R	1006	344	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
108	6	8	B	KH	2017-02-17	20.653	2019-04-29	No R	1007	344	892WKG	1	kaal	879WKG	2-2	hook	hybrid	KH	892-1 x 879-2-2	kaal.hybrid	kaal.hybrid.892WKG.1	892WKG.1	879WKG.2-2	kaal892WKG
143	2	3	A	KK	2017-02-19	10.247	2019-04-29	NA	1008	346	892WKG	5	kaal	3587WP	14	kaal	between	KK	892-5 x 3587-14	kaal.between	kaal.between.892WKG.5	892WKG.5	3587WP.14	kaal892WKG
134	1	8	B	KH	2017-02-21	17.813	2019-04-29	NA	1009	348	892WKG	5	kaal	879WKG	2-2	hook	hybrid	KH	892-5 x 879-2-2	kaal.hybrid	kaal.hybrid.892WKG.5	892WKG.5	879WKG.2-2	kaal892WKG
101	1	7	A	HK	2017-02-21	19.334	2019-04-29	NA	1010	348	WK	2	hook	3587WP	C	kaal	hybrid	HK	866-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
14	4	10	A	HK	2017-02-21	26.078	2019-04-29	NA	1011	348	879WKG	2-2	hook	3587WP	C	kaal	hybrid	HK	879-2-2 x 3587-C	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	3587WP.C	hook879WKG
14	3	10	A	HK	2017-02-21	24.447	2019-04-29	NA	1012	348	879WKG	2-2	hook	3587WP	C	kaal	hybrid	HK	879-2-2 x 3587-C	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	3587WP.C	hook879WKG
13	3	10	A	HK	2017-02-19	22.553	2019-04-29	NA	1013	346	879WKG	2-2	hook	3587WP	7	kaal	hybrid	HK	879-2-2 x 3587-7	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	3587WP.7	hook879WKG
147	2	9	B	KH	2017-02-21	25.079	2019-04-29	NA	1014	348	904WPG	2	kaal	879WKG	2-2	hook	hybrid	KH	904-2 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.2	904WPG.2	879WKG.2-2	kaal904WPG
23	6	8	A	HK	2017-02-22	16.991	2019-04-29	No R	1015	349	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.1	hook879WKG
31	7	12	NA	HH	2017-01-31	15.71	2019-05-07	NA	1016	327	879WKG	G-2	hook	879WKG	2-2	hook	within	HH	879-G-2 x 879-2-2	hook.within	hook.within.879WKG.G-2	879WKG.G-2	879WKG.2-2	hook879WKG
106	9	7	A	HK	2017-02-14	29.162	2019-05-07	NA	1017	341	WK	2E- 1	hook	3587WP	14	kaal	hybrid	HK	899-2E- 1 x 3587-14	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	3587WP.14	hookWK
46	3	12	NA	HH	2017-01-31	9.407	2019-05-07	NA	1018	327	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
101	6	7	A	HK	2017-01-31	10.121	2019-05-07	NA	1019	327	WK	2	hook	3587WP	C	kaal	hybrid	HK	866-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
98	13	6	A	HK	2017-02-17	29.466	2019-05-07	No R	1020	344	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
172	5	9	B	KH	2017-02-17	23.242	2019-05-07	NA	1021	344	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.10-1	kaal904WPG
78	17	11	NA	HH	2017-01-31	21.815	2019-05-07	NA	1022	327	WK	4	hook	WK	2	hook	within	HH	794-4 x 794-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
62	19	1	A	HH	2017-02-17	22.108	2019-05-07	No R	1023	344	WK	2	hook	879WKG	N-5	hook	between	HH	794-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
28	6	10	A	HK	2017-02-17	8.142	2019-05-07	NA	1024	344	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.7	hook879WKG
183	2	14	NA	KK	2017-02-14	6.815	2019-05-07	No R	1025	341	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
134	5	8	B	KH	2017-02-14	4.316	2019-05-07	NA	1026	341	892WKG	5	kaal	879WKG	2-2	hook	hybrid	KH	892-5 x 879-2-2	kaal.hybrid	kaal.hybrid.892WKG.5	892WKG.5	879WKG.2-2	kaal892WKG
190	1	10	B	KH	2017-02-17	10.637	2019-05-07	NA	1027	344	3587WP	7	kaal	879WKG	G-2	hook	hybrid	KH	3587-7 x 879-G-2	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.G-2	kaal3587WP
67	5	5	A	HK	2017-02-14	4.043	2019-05-07	No R	1028	341	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
155	6	2	B	KK	2017-02-17	8.567	2019-05-07	NA	1029	344	904WPG	2	kaal	892WKG	1	kaal	between	KK	904-2 x 892-1	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.1	kaal904WPG
168	6	14	NA	KK	2017-01-31	4.114	2019-05-07	NA	1030	327	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
24	10	8	A	HK	2017-02-14	17.676	2019-05-07	NA	1031	341	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.4	hook879WKG
98	1	6	A	HK	2017-02-17	19.987	2019-05-07	No R	1032	344	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
59	20	1	A	HH	2017-02-17	14.584	2019-05-07	No Flower	1033	344	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
92	2	1	A	HH	2017-02-14	12.087	2019-05-07	NA	1034	341	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
58	7	10	A	HK	2017-02-14	25.841	2019-05-07	NA	1035	341	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
90	16	1	A	HH	2017-01-31	12.869	2019-05-08	NA	1036	327	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
76	10	1	A	HH	2017-01-31	15.518	2019-05-08	NA	1037	327	WK	4	hook	879WKG	G-2	hook	between	HH	794-4 x 879-G-2	hook.between	hook.between.WK.4	WK.4	879WKG.G-2	hookWK
159	2	9	B	KH	2017-01-31	13.808	2019-05-08	NA	1038	327	904WPG	3	kaal	879WKG	2-2	hook	hybrid	KH	904-3 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.3	904WPG.3	879WKG.2-2	kaal904WPG
181	13	2	B	KK	2017-01-31	5.051	2019-05-08	NA	1039	327	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
74	11	1	A	HH	2017-01-31	19.81	2019-05-08	NA	1040	327	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
