dadgeneration	momgeneration	linenum	momfullcross	mommompop	mommomid	momdadpop	momdadid	dadfullcross	dadmompop	dadmomid	daddadpop	dadadid	crosstype	viable.seeds	comments	capsule.formed	mompop	momid	dadpop	dadid	generation	mommomsp	momdadsp	dadmomsp	daddadsp	momsp	dadsp	momcross	dadcross	momdadcross
F	P	1505	879-2-2	NA	NA	NA	NA	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	HF	19	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1512	879-10-1	NA	NA	NA	NA	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	HF	2	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1513	879-10-1	NA	NA	NA	NA	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	HF	0	NA	FALSE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1514	879-10-1	NA	NA	NA	NA	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	HF	5	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1517	879-10-1	NA	NA	NA	NA	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	HF	10	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1522	892-10	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1523	892-10	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	KF	1	NA	TRUE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1524	892-10	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1525	892-10	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1526	892-10	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1528	892-10	NA	NA	NA	NA	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1529	892-10	NA	NA	NA	NA	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1530	892-10	NA	NA	NA	NA	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1531	892-10	NA	NA	NA	NA	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1536	892-5	NA	NA	NA	NA	879-2-2 x 892-4ID8	879WKG	2-2	892WKG	4ID8	KF	2	NA	TRUE	892WKG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1538	892-5	NA	NA	NA	NA	879-2-2 x 892-4ID8	879WKG	2-2	892WKG	4ID8	KF	2	NA	TRUE	892WKG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1539	904-5-A.4/3/13	NA	NA	NA	NA	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	KF	4	NA	TRUE	904WPG	5-A.4/3/13	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1540	904-5-A.4/3/13	NA	NA	NA	NA	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	KF	3	NA	TRUE	904WPG	5-A.4/3/13	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1541	904-5-A.4/3/13	NA	NA	NA	NA	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	KF	7	NA	TRUE	904WPG	5-A.4/3/13	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1542	904-5-A.4/3/13	NA	NA	NA	NA	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	KF	3	NA	TRUE	904WPG	5-A.4/3/13	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1544	879-10-1	NA	NA	NA	NA	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	HF	6	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1545	879-10-1	NA	NA	NA	NA	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	HF	11	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1546	879-10-1	NA	NA	NA	NA	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	HF	10	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1547	879-10-1	NA	NA	NA	NA	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	HF	6	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1548	879-10-1	NA	NA	NA	NA	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	HF	6	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1549	879-10-1	NA	NA	NA	NA	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	HF	0	NA	FALSE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1550	879-10-1	NA	NA	NA	NA	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	HF	0	NA	FALSE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1551	879-10-1	NA	NA	NA	NA	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	HF	0	NA	FALSE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1552	879-10-1	NA	NA	NA	NA	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	HF	0	NA	FALSE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1553	879-10-1	NA	NA	NA	NA	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	HF	4	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1560	879-2-2	NA	NA	NA	NA	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	HF	13	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1562	879-2-2	NA	NA	NA	NA	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	HF	24	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1564	879-2-2	NA	NA	NA	NA	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	HF	20	JP: momfullcross was ""HF"", filled in from neighbors	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1565	879-2-2	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	HF	4	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1566	879-2-2	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	HF	9	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1567	879-2-2	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1569	879-2-2	NA	NA	NA	NA	892-3 x 879-10-1ID1	892WKG	3	879WKG	10-1ID1	HF	9	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1570	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1572	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1574	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1576	879-2-2	NA	NA	NA	NA	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	HF	13	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1577	879-2-2	NA	NA	NA	NA	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	HF	14	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1579	879-2-2	NA	NA	NA	NA	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	HF	15	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1580	3587-6ID1	NA	NA	NA	NA	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	KF	2	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1581	3587-6ID1	NA	NA	NA	NA	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	KF	5	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1582	3587-6ID1	NA	NA	NA	NA	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	KF	0	NA	FALSE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1583	3587-6ID1	NA	NA	NA	NA	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	KF	1	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1584	3587-6ID1	NA	NA	NA	NA	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	KF	1	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1590	3587-6ID1	NA	NA	NA	NA	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	KF	1	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1592	3587-6ID1	NA	NA	NA	NA	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	KF	2	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1594	3587-6ID1	NA	NA	NA	NA	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	KF	10	NA	TRUE	3587WP	6ID1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1599	879-2-2	NA	NA	NA	NA	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	HF	18	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1600	879-2-2	NA	NA	NA	NA	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	HF	20	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1601	879-2-2	NA	NA	NA	NA	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	HF	20	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1602	879-2-2	NA	NA	NA	NA	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	HF	12	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1609	879-10-1small	NA	NA	NA	NA	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	HF	3	NA	TRUE	879WKG	10-1small	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1610	879-10-1small	NA	NA	NA	NA	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	HF	4	NA	TRUE	879WKG	10-1small	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1611	879-10-1small	NA	NA	NA	NA	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	HF	4	NA	TRUE	879WKG	10-1small	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1612	879-10-1small	NA	NA	NA	NA	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	HF	0	NA	FALSE	879WKG	10-1small	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1613	879-10-1small	NA	NA	NA	NA	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	HF	1	NA	TRUE	879WKG	10-1small	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1619	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-2	904WPG	3	879WKG	H-2	HF	14	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1620	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-2	904WPG	3	879WKG	H-2	HF	5	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1621	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-2	904WPG	3	879WKG	H-2	HF	12	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1622	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-2	904WPG	3	879WKG	H-2	HF	11	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1623	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-2	904WPG	3	879WKG	H-2	HF	16	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1628	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-21	904WPG	3	879WKG	H-21	HF	16	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1629	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-21	904WPG	3	879WKG	H-21	HF	9	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1630	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-21	904WPG	3	879WKG	H-21	HF	5	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1631	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-21	904WPG	3	879WKG	H-21	HF	11	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1632	879-10-1large	NA	NA	NA	NA	904-3 x 879-H-21	904WPG	3	879WKG	H-21	HF	11	NA	TRUE	879WKG	10-1large	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1635	879-G2	NA	NA	NA	NA	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1636	879-G2	NA	NA	NA	NA	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1639	904-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	KF	4	NA	TRUE	904WPG	2	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1641	904-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	KF	0	NA	FALSE	904WPG	2	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1642	879-G2	NA	NA	NA	NA	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1643	892-4	NA	NA	NA	NA	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	KF	4	NA	TRUE	892WKG	4	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1645	892-4	NA	NA	NA	NA	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	KF	0	NA	FALSE	892WKG	4	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1646	892-1	NA	NA	NA	NA	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	KF	0	NA	FALSE	892WKG	1	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1648	892-1	NA	NA	NA	NA	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	KF	0	NA	FALSE	892WKG	1	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1657	892-5	NA	NA	NA	NA	879-2-2 x 892-4ID8	879WKG	2-2	892WKG	4ID8	KF	2	NA	TRUE	892WKG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1658	892-5	NA	NA	NA	NA	879-2-2 x 892-4ID8	879WKG	2-2	892WKG	4ID8	KF	1	NA	TRUE	892WKG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1660	892-10	NA	NA	NA	NA	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1666	892-10	NA	NA	NA	NA	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	KF	0	NA	FALSE	892WKG	10	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1667	904-5	NA	NA	NA	NA	879-10-1 x 904-3ID1	879WKG	10-1	904WPG	3ID1	KF	1	NA	TRUE	904WPG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1668	904-5	NA	NA	NA	NA	879-10-1 x 904-3ID1	879WKG	10-1	904WPG	3ID1	KF	2	NA	TRUE	904WPG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1669	904-5	NA	NA	NA	NA	879-10-1 x 904-3ID1	879WKG	10-1	904WPG	3ID1	KF	4	NA	TRUE	904WPG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1670	904-5	NA	NA	NA	NA	879-10-1 x 904-3ID1	879WKG	10-1	904WPG	3ID1	KF	6	NA	TRUE	904WPG	5	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1672	879-G2	NA	NA	NA	NA	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	HF	1	NA	TRUE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1673	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	1	NA	TRUE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1674	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1676	879-2-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	HF	14	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1677	879-2-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	HF	17	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1678	879-2-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	HF	0	NA	FALSE	879WKG	2-2	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1680	879-2-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	HF	1	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1682	879-2-2	NA	NA	NA	NA	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	HF	18	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1683	879-2-2	NA	NA	NA	NA	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	HF	0	NA	FALSE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1684	879-2-2	NA	NA	NA	NA	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	HF	18	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1685	879-2-2	NA	NA	NA	NA	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	HF	11	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1687	879-2-2	NA	NA	NA	NA	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	HF	0	NA	FALSE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1688	879-2-2	NA	NA	NA	NA	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	HF	11	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1689	879-2-2	NA	NA	NA	NA	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	HF	11	NA	TRUE	879WKG	2-2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1690	879-10-1	NA	NA	NA	NA	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	HF	13	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1693	879-10-1	NA	NA	NA	NA	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	HF	1	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1694	879-10-1	NA	NA	NA	NA	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	HF	0	NA	FALSE	879WKG	10-1	NA	NA	PF	NA	NA	hook	kaal	hook	NA	H	HK	H x HK
F	P	1695	879-10-1	NA	NA	NA	NA	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	HF	5	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1698	879-10-1	NA	NA	NA	NA	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	HF	1	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1699	879-10-1	NA	NA	NA	NA	904-5 x 879-G2ID3	904WPG	5	879WKG	G2ID3	HF	7	NA	TRUE	879WKG	10-1	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1700	892-1	NA	NA	NA	NA	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	KF	0	NA	FALSE	892WKG	1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1701	892-1	NA	NA	NA	NA	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	KF	0	NA	FALSE	892WKG	1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1702	892-1	NA	NA	NA	NA	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	KF	0	NA	FALSE	892WKG	1	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1703	904-2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	KF	0	NA	FALSE	904WPG	2	NA	NA	PF	NA	NA	kaal	hook	kaal	NA	K	KH	K x KH
F	P	1704	904-2	NA	NA	NA	NA	879-G2 x 904-5ID2	879WKG	G2	904WPG	5ID2	KF	1	NA	TRUE	904WPG	2	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1705	904-2	NA	NA	NA	NA	879-2-2 x 904-5ID9	879WKG	2-2	904WPG	5ID9	KF	0	NA	FALSE	904WPG	2	NA	NA	PF	NA	NA	hook	kaal	kaal	NA	K	HK	K x HK
F	P	1706	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1707	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	2	NA	TRUE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1708	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
F	P	1709	879-G2	NA	NA	NA	NA	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	HF	0	NA	FALSE	879WKG	G2	NA	NA	PF	NA	NA	kaal	hook	hook	NA	H	KH	H x KH
