index	crossid	plantid	death.date	firstflower.date	use.alive.flowered	alive	use.firstflower	flowered	saved.1	saved.2	sampled.VOC	biomass.inflo	biomass.firstinflo	use.fib	delay	firstinflo.collect.date	firstinflo.weigh.date	firstinflo.biomass.mg	comments.fib	comments.SS	comments.JP.SGW	firstflower	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	smompop
1412	167	4	NA	2016-08-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-14	2017-08-04	442.2	NA	NA	NA	154	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1413	167	5	NA	2016-09-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-06	2017-10-27	628.7	NA	NA	NA	178	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1414	167	6	NA	2016-08-30	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	5	2016-09-04	2017-11-14	609.9	NA	NA	NA	173	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1415	167	7	NA	2016-08-14	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-18	2017-08-08	446.6	NA	NA	NA	157	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1416	167	8	NA	2016-09-20	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	2	2016-09-22	2017-09-12	644.5	NA	NA	NA	194	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1417	167	9	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-09-06	2017-10-06	347.4	NA	NA	NA	175	904WPG	3	kaal	892WKG	4	kaal	between	KK	904-3 x 892-4	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1419	168	1	NA	2016-08-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-23	2017-08-08	752.8	NA	NA	NA	161	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1420	168	2	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1421	168	3	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-21	2017-08-16	678.4	NA	NA	NA	159	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1422	168	4	NA	2016-08-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	8	2016-08-14	2017-08-04	640.4	NA	NA	NA	149	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1423	168	5	NA	2016-08-14	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-18	2017-08-08	423.2	NA	NA	NA	157	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1424	168	6	NA	2016-08-14	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-18	2017-08-24	636.9	NA	NA	NA	157	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1425	168	7	NA	2016-08-21	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-23	2017-08-15	721.9	NA	NA	NA	164	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1426	168	8	NA	2016-08-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	10	2016-08-14	2017-08-03	564	NA	NA	NA	147	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1427	168	9	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-14	2017-08-04	592.3	NA	no date but tagged	NA	NA	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1428	168	10	NA	2016-09-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-13	2017-07-28	445.5	NA	NA	NA	185	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1429	168	11	NA	2016-08-06	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	3	2016-08-09	2017-07-27	724.5	NA	NA	NA	149	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1430	168	12	NA	2016-08-14	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	2	2016-08-16	2017-08-04	1700.6	NA	NA	NA	157	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1431	168	13	NA	2016-08-21	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-23	2017-08-10	633.8	NA	NA	NA	164	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1432	168	14	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-04	2017-11-01	545.3	NA	NA	NA	175	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1433	168	15	NA	2016-09-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-09-11	2017-08-18	514.6	NA	NA	NA	180	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1434	168	16	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-14	2017-08-04	592	NA	NA	NA	152	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1436	169	1	NA	2016-08-28	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-09-04	2017-10-30	613.4	NA	NA	NA	171	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1437	169	2	NA	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-28	2017-08-03	788.5	NA	NA	NA	166	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1438	169	3	NA	2016-10-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-10-13	2017-08-18	883.9	NA	NA	NA	210	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1439	169	4	NA	2016-10-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-10-30	2017-08-09	422.3	NA	NA	NA	229	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1440	169	5	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1441	169	6	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	175	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1442	169	7	NA	2016-08-23	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	5	2016-08-28	2017-08-08	716.9	NA	NA	NA	166	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1443	169	8	NA	2016-09-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-09-11	2017-08-18	667.3	NA	NA	NA	180	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1444	169	9	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	9	2016-08-18	2017-08-08	799.9	NA	NA	NA	152	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1445	169	10	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	427.4	NA	NA	NA	152	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1446	169	11	NA	2016-09-15	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-18	2017-08-31	667.1	NA	NA	NA	189	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1447	169	12	NA	2016-09-15	yes	TRUE	yes	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	189	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1448	169	13	NA	NA	yes	TRUE	missed	TRUE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	""no first fl""	""no first fl - but not in tray"" okay to say flowered?	NA	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1449	169	14	NA	2016-08-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-30	2017-07-31	708	NA	NA	NA	168	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1450	169	15	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-21	2017-08-16	691.4	NA	NA	NA	159	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1451	169	16	NA	2016-08-16	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	7	2016-08-23	2017-08-08	711.2	NA	NA	NA	159	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1452	169	17	NA	2016-09-13	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-15	2017-08-17	241.1	NA	NA	NA	187	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1453	169	18	NA	2016-10-02	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-10-06	2017-08-22	984.3	NA	?	""broken 9/25/16""	206	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	kaal904WPG
1455	170	1	NA	2016-09-08	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	3	2016-09-11	2017-08-18	518.9	NA	NA	NA	182	904WPG	3	kaal	3587WP	14	kaal	between	KK	904-3 x 3587-14	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1456	170	2	NA	2016-08-21	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	7	2016-08-28	2017-08-08	741.6	NA	NA	NA	164	904WPG	3	kaal	3587WP	14	kaal	between	KK	904-3 x 3587-14	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1457	170	3	NA	2016-08-23	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	5	2016-08-28	2017-08-08	804.3	NA	NA	NA	166	904WPG	3	kaal	3587WP	14	kaal	between	KK	904-3 x 3587-14	kaal.between	kaal.between.904WPG.3	904WPG.3	kaal904WPG
1459	171	1	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-04	2017-10-24	159.8	NA	NA	NA	175	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1460	171	2	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-18	2017-08-24	449.6	NA	MISSED	NA	NA	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1461	171	3	2016-10-17	2016-09-22	yes	FALSE	yes	TRUE	no	no	no	no	yes	yes	3	2016-09-25	2017-08-24	74.7	NA	DEAD	DEAD, but died after flowering - only one so far in the dataset!	196	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1462	171	4	NA	2016-09-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-20	2017-09-13	131.1	NA	NA	NA	192	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1463	171	5	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1464	171	6	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-18	2017-08-08	98.2	NA	MISSED	NA	NA	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1465	171	7	NA	2016-09-08	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-11	2017-08-18	219.9	NA	NA	NA	182	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1466	171	8	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-18	2017-08-24	677	NA	NA	NA	159	904WPG	5	kaal	879WKG	2-2	hook	hybrid	KH	904-5 x 879-2-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1468	172	1	NA	2016-11-13	yes	TRUE	yes	TRUE	no	no	no	no	yes	yes	4	2016-11-17	2017-07-26	80.2	NA	NA	NA	248	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1469	172	2	NA	2016-09-15	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	7	2016-09-22	2017-09-07	132	NA	NA	NA	189	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1470	172	3	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-08-23	2017-08-10	192.3	NA	NA	NA	159	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1471	172	4	NA	2016-09-01	yes	TRUE	yes	TRUE	yes	no	no	no	yes	yes	3	2016-09-04	2017-11-01	146.8	NA	NA	NA	175	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1472	172	5	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	""in bud when collected""	okay to say flowered? ""C[ollected] 2/14/17""	NA	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1473	172	6	NA	2016-09-27	yes	TRUE	yes	TRUE	no	no	no	no	yes	yes	5	2016-10-02	2018-01-06	122.2	fixed date weighed from 1/6/1900 - check	NA	NA	201	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1474	172	7	NA	2016-10-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-10-13	2017-08-18	124.4	NA	NA	NA	215	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1476	173	1	NA	2016-09-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-08	2017-08-18	99.7	NA	NA	NA	180	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1477	173	2	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	MISSED	NA	NA	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1478	173	3	NA	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-25	2017-08-08	90.5	NA	NA	NA	166	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1479	173	4	NA	NA	yes	TRUE	missed	TRUE	no	no	no	no	yes	yes	NA	2016-11-13	2017-07-26	165.2	NA	MISSED	NA	NA	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1480	173	5	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1481	173	6	NA	2016-11-15	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	0	2016-11-15	2017-07-26	68.6	NA	NA	NA	250	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1482	173	7	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	343.7	NA	NA	NA	152	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1483	173	8	NA	NA	yes	TRUE	missed	TRUE	no	no	no	no	yes	yes	NA	2016-10-13	2017-08-18	75.3	NA	MISSED	NA	NA	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1484	173	9	NA	NA	yes	TRUE	never flowered	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	never flowered	NA	NA	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1485	173	10	NA	2016-09-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-09-22	2017-09-05	119.8	NA	NA	NA	192	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1487	174	1	NA	NA	yes	TRUE	no	TRUE	no	no	no	no	yes	yes	NA	2017-02-02	2017-08-24	219.6	NA	nothing written	first inflo collected	NA	904WPG	5	kaal	879WKG	N-5	hook	hybrid	KH	904-5 x 879-N-5	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1488	174	2	NA	2016-10-30	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-11-01	2017-08-09	121.6	NA	NA	NA	234	904WPG	5	kaal	879WKG	N-5	hook	hybrid	KH	904-5 x 879-N-5	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1490	175	1	2016-06-22	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	904WPG	5	kaal	WK	2	hook	hybrid	KH	904-5 x 794-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1491	175	2	NA	NA	no	NA	no	NA	yes	yes	no	no	yes	no	5	2016-09-04	2017-10-24	NA	NA	NA	""CONT""	NA	904WPG	5	kaal	WK	2	hook	hybrid	KH	904-5 x 794-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1492	175	3	NA	NA	yes	TRUE	missed	TRUE	yes	yes	yes	no	yes	yes	NA	2016-08-28	2017-08-03	453.7	NA	MISSED	NA	NA	904WPG	5	kaal	WK	2	hook	hybrid	KH	904-5 x 794-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1494	176	1	NA	NA	yes	TRUE	never flowered	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	never flowered	NA	NA	904WPG	5	kaal	WK	4	hook	hybrid	KH	904-5 x 794-4	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1496	177	1	NA	2016-08-28	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	4	2016-09-01	2017-11-14	891.4	NA	NA	NA	171	904WPG	5	kaal	WK	2	hook	hybrid	KH	904-5 x 866-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1497	177	2	NA	2016-08-25	yes	TRUE	yes	TRUE	no	no	no	no	yes	yes	7	2016-09-01	2017-11-17	451.2	NA	NA	NA	168	904WPG	5	kaal	WK	2	hook	hybrid	KH	904-5 x 866-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	kaal904WPG
1501	179	1	NA	2016-09-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-09-15	2017-08-17	681.9	NA	NA	NA	185	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1502	179	2	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-10-25	2017-08-07	648.8	NA	MISSED	NA	NA	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1503	179	3	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-09	2017-08-08	446.6	NA	no date	check - had biomass so it is alive. -if we have biomass data then can be used for survival	NA	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1504	179	4	NA	2016-10-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-10-13	2017-08-18	734.1	10/13/17?	NA	NA	213	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1505	179	5	NA	2016-09-08	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-11	2017-08-17	233.5	NA	NA	NA	182	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1506	179	6	NA	2016-08-21	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-25	2017-08-08	238.9	NA	NA	NA	164	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1507	179	7	NA	2016-10-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-10-25	2017-08-07	325.5	NA	NA	NA	222	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1508	179	8	NA	2016-09-22	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-09-29	2017-09-13	679.5	NA	NA	NA	196	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1509	179	9	NA	2016-08-30	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-09-04	2017-10-27	242.2	NA	NA	NA	173	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1510	179	10	NA	2016-08-28	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-30	2017-07-31	542	NA	NA	NA	171	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1512	180	1	NA	2016-09-22	yes	TRUE	yes	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	196	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1513	180	2	NA	2016-09-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-13	2017-07-27	161.2	NA	NA	NA	185	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
1514	180	3	NA	2016-08-28	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-09-01	2017-11-28	460	NA	NA	NA	171	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	kaal904WPG
